"Source Name","State Name","District Name","Block Name","GP Name","Overall","T1","T1_Grade","T2","T2_Grade","T3","T3_Grade","T4","T4_Grade","T5","T5_Grade","T6","T6_Grade","T7","T7_Grade","T8","T8_Grade","T9","T9_Grade"
"Theme wise PAI Score of Gram Panchayat Chintapalle.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintapalle","Lothugedda",47.49,65.6,"B - Performer",91.96,"A+ - Achiever",62.21,"B - Performer",39.87,"D - Beginner",21.09,"D - Beginner",38.9,"D - Beginner",57.56,"C - Aspirant",31.4,"D - Beginner",55.43,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Chintoor",62.77,60.53,"B - Performer",89.43,"A - Front Runner",73.44,"B - Performer",47.2,"C - Aspirant",46.57,"C - Aspirant",58.74,"C - Aspirant",65.91,"B - Performer",67.37,"B - Performer",66.34,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Mothugudem",59.35,62.65,"B - Performer",68.48,"B - Performer",73.13,"B - Performer",50.44,"C - Aspirant",42.18,"C - Aspirant",50.06,"C - Aspirant",60.29,"B - Performer",65.84,"B - Performer",68.86,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Ramannapalem",57.41,71.4,"B - Performer",76.04,"A - Front Runner",56.65,"C - Aspirant",47.64,"C - Aspirant",43.09,"C - Aspirant",39.98,"D - Beginner",65.12,"B - Performer",67.91,"B - Performer",60.71,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Kummuru",57.26,68.83,"B - Performer",84.51,"A - Front Runner",69.95,"B - Performer",49.96,"C - Aspirant",27.12,"D - Beginner",46.49,"C - Aspirant",64.54,"B - Performer",67.47,"B - Performer",59.33,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","A.G.Koderu",57.13,62.3,"B - Performer",90.4,"A+ - Achiever",65.42,"B - Performer",63.37,"B - Performer",37.8,"D - Beginner",43.66,"C - Aspirant",59.72,"C - Aspirant",51.96,"C - Aspirant",54.18,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Mukkunuru",57.11,61.73,"B - Performer",78.26,"A - Front Runner",59.4,"C - Aspirant",65.84,"B - Performer",39.17,"D - Beginner",42.16,"C - Aspirant",58.9,"C - Aspirant",61.63,"B - Performer",57.08,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Tummala",56.53,65.71,"B - Performer",73.88,"B - Performer",73.16,"B - Performer",55.25,"C - Aspirant",40.1,"C - Aspirant",48.12,"C - Aspirant",62.99,"B - Performer",53.22,"C - Aspirant",46.48,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Edugurallapalli",56.49,53.1,"C - Aspirant",71.99,"B - Performer",61.72,"B - Performer",61,"B - Performer",36.61,"D - Beginner",51.23,"C - Aspirant",61.31,"B - Performer",61.84,"B - Performer",57.22,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Pega",56.04,67.37,"B - Performer",77.38,"A - Front Runner",62.91,"B - Performer",55.82,"C - Aspirant",37.13,"D - Beginner",40.37,"C - Aspirant",62.84,"B - Performer",54.22,"C - Aspirant",58.29,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Chatti",56.03,63.71,"B - Performer",83.84,"A - Front Runner",68.04,"B - Performer",54.09,"C - Aspirant",33.55,"D - Beginner",48.47,"C - Aspirant",52.9,"C - Aspirant",47.26,"C - Aspirant",68.08,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Chidumuru",55.73,63.45,"B - Performer",75.02,"A - Front Runner",64.62,"B - Performer",45.6,"C - Aspirant",34.24,"D - Beginner",52.41,"C - Aspirant",64.24,"B - Performer",56.86,"C - Aspirant",56.43,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Lachigudem",55.08,66.98,"B - Performer",66.42,"B - Performer",67.36,"B - Performer",49.26,"C - Aspirant",39.92,"D - Beginner",41.12,"C - Aspirant",60.92,"B - Performer",59.15,"C - Aspirant",53.42,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Gangannametta",54.03,63.23,"B - Performer",65.55,"B - Performer",70.72,"B - Performer",57.55,"C - Aspirant",28.51,"D - Beginner",44.35,"C - Aspirant",60.12,"B - Performer",63.04,"B - Performer",48.56,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Kalleru",52.71,61.17,"B - Performer",81.07,"A - Front Runner",67.07,"B - Performer",42.74,"C - Aspirant",32.85,"D - Beginner",44.39,"C - Aspirant",57.86,"C - Aspirant",44.65,"C - Aspirant",58.65,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Pedda Seetanapalle",50.6,62.37,"B - Performer",73.78,"B - Performer",59.49,"C - Aspirant",56.32,"C - Aspirant",25.92,"D - Beginner",36.9,"D - Beginner",54.22,"C - Aspirant",47.28,"C - Aspirant",57.5,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Chadalavada",49.1,67.3,"B - Performer",71.51,"B - Performer",56.51,"C - Aspirant",42.59,"C - Aspirant",27.03,"D - Beginner",38.92,"D - Beginner",58.85,"C - Aspirant",47.61,"C - Aspirant",48.62,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Guduru",46.89,61.96,"B - Performer",84.58,"A - Front Runner",66.7,"B - Performer",45.1,"C - Aspirant",15.44,"D - Beginner",36.32,"D - Beginner",52.67,"C - Aspirant",47.37,"C - Aspirant",49.66,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Chintoor.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Chintoor","Kothapalli",44.92,54.49,"C - Aspirant",61.59,"B - Performer",50.7,"C - Aspirant",48.52,"C - Aspirant",26.86,"D - Beginner",39.65,"D - Beginner",50.37,"C - Aspirant",47.64,"C - Aspirant",35.31,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","Sarabhavaram",64.33,72.74,"B - Performer",89.27,"A - Front Runner",73.75,"B - Performer",53.56,"C - Aspirant",58.12,"C - Aspirant",47.64,"C - Aspirant",70.3,"B - Performer",63.15,"B - Performer",59.81,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","Indukurupeta",64.3,77.72,"A - Front Runner",80.48,"A - Front Runner",76.37,"A - Front Runner",74.59,"B - Performer",43.13,"C - Aspirant",50.1,"C - Aspirant",64.1,"B - Performer",62.6,"B - Performer",60.82,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","Devaram",60.89,68.32,"B - Performer",87.78,"A - Front Runner",75.91,"A - Front Runner",46.06,"C - Aspirant",42.15,"C - Aspirant",49.75,"C - Aspirant",66.7,"B - Performer",60.5,"B - Performer",64.85,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","Ch.Ramanayyapeta",60.19,69.2,"B - Performer",83.83,"A - Front Runner",69.1,"B - Performer",43.86,"C - Aspirant",36.98,"D - Beginner",49.97,"C - Aspirant",68.92,"B - Performer",65.16,"B - Performer",71.11,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","Palem",58.99,66.03,"B - Performer",80.89,"A - Front Runner",64.81,"B - Performer",65.25,"B - Performer",34.71,"D - Beginner",44.04,"C - Aspirant",66.17,"B - Performer",63.97,"B - Performer",59.14,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","Manturu",57.66,68.67,"B - Performer",76.72,"A - Front Runner",64.48,"B - Performer",45.55,"C - Aspirant",38.95,"D - Beginner",46.24,"C - Aspirant",62.57,"B - Performer",61.96,"B - Performer",65.19,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","Pamugandi",57.08,65.92,"B - Performer",62.4,"B - Performer",71.98,"B - Performer",73.32,"B - Performer",27.39,"D - Beginner",44.17,"C - Aspirant",68.38,"B - Performer",62.89,"B - Performer",56.98,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","V.Ramannapalem",53.71,64.65,"B - Performer",86.32,"A - Front Runner",66.53,"B - Performer",45,"C - Aspirant",29.76,"D - Beginner",39.08,"D - Beginner",55.41,"C - Aspirant",49.18,"C - Aspirant",70.26,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","Choppakonda",53.48,60.73,"B - Performer",83.53,"A - Front Runner",63.15,"B - Performer",48.51,"C - Aspirant",39.55,"D - Beginner",38.71,"D - Beginner",58.13,"C - Aspirant",40,"C - Aspirant",64.73,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","Devipatnam",52.74,57.53,"C - Aspirant",77.63,"A - Front Runner",63.73,"B - Performer",54.28,"C - Aspirant",23.71,"D - Beginner",45.9,"C - Aspirant",56.88,"C - Aspirant",54,"C - Aspirant",61.16,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","Pudipalli",47.22,67.54,"B - Performer",81.82,"A - Front Runner",44.21,"C - Aspirant",42.89,"C - Aspirant",30.59,"D - Beginner",33.48,"D - Beginner",53.12,"C - Aspirant",35.38,"D - Beginner",57.85,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","Indukuru",46.63,63.28,"B - Performer",85.24,"A - Front Runner",54.66,"C - Aspirant",33.19,"D - Beginner",23.64,"D - Beginner",37.25,"D - Beginner",53.6,"C - Aspirant",38.58,"D - Beginner",58.44,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","Thunnuru",43.53,61.28,"B - Performer",72.93,"B - Performer",55.81,"C - Aspirant",40.44,"C - Aspirant",17.12,"D - Beginner",39.12,"D - Beginner",55.74,"C - Aspirant",32.13,"D - Beginner",46.36,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Devipatnam.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Devipatnam","Kondamodalu",42.42,52.79,"C - Aspirant",74.83,"B - Performer",63.72,"B - Performer",33.71,"D - Beginner",15.8,"D - Beginner",40.05,"C - Aspirant",54.48,"C - Aspirant",30.97,"D - Beginner",49.09,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Araku",63.57,69.33,"B - Performer",83.87,"A - Front Runner",70.71,"B - Performer",47.18,"C - Aspirant",47.35,"C - Aspirant",55.2,"C - Aspirant",70.51,"B - Performer",62.6,"B - Performer",75.78,"A - Front Runner"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Korrai",56.87,70.05,"B - Performer",83.29,"A - Front Runner",65.19,"B - Performer",46.39,"C - Aspirant",28.87,"D - Beginner",44.29,"C - Aspirant",64.36,"B - Performer",62.57,"B - Performer",68.5,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Rangilisingi",56.4,66.82,"B - Performer",80,"A - Front Runner",68.37,"B - Performer",52.18,"C - Aspirant",37.13,"D - Beginner",40.43,"C - Aspirant",56.62,"C - Aspirant",62.03,"B - Performer",57.39,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Kollaputtu",56.12,67.61,"B - Performer",85.49,"A - Front Runner",68.82,"B - Performer",50.7,"C - Aspirant",28.82,"D - Beginner",46.92,"C - Aspirant",68.38,"B - Performer",57.27,"C - Aspirant",51.7,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Arma",54.97,75.36,"A - Front Runner",72.34,"B - Performer",74.4,"B - Performer",43.31,"C - Aspirant",23.9,"D - Beginner",44.61,"C - Aspirant",65.74,"B - Performer",55.53,"C - Aspirant",67.03,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Thutangi",54.28,75.4,"A - Front Runner",82.62,"A - Front Runner",62.46,"B - Performer",51.61,"C - Aspirant",27.41,"D - Beginner",42.32,"C - Aspirant",58.85,"C - Aspirant",45.29,"C - Aspirant",65.92,"B - Performer"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Kuridi",54.11,71.76,"B - Performer",89.72,"A - Front Runner",64.59,"B - Performer",45.44,"C - Aspirant",27.28,"D - Beginner",42.49,"C - Aspirant",64.24,"B - Performer",48.56,"C - Aspirant",58.24,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Guntaseema",53.88,60.42,"B - Performer",83.46,"A - Front Runner",68.96,"B - Performer",42.1,"C - Aspirant",35.94,"D - Beginner",39.17,"D - Beginner",58.88,"C - Aspirant",54.69,"C - Aspirant",57.63,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Pothangi",52.37,53.09,"C - Aspirant",80.69,"A - Front Runner",57,"C - Aspirant",46.89,"C - Aspirant",34,"D - Beginner",42.8,"C - Aspirant",59.18,"C - Aspirant",64,"B - Performer",46.99,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Kinchumanda",51.82,69.92,"B - Performer",73.22,"B - Performer",66.17,"B - Performer",48.03,"C - Aspirant",25.21,"D - Beginner",43.75,"C - Aspirant",59.91,"C - Aspirant",42.82,"C - Aspirant",58.53,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Kandrum",50.17,60.67,"B - Performer",75.02,"A - Front Runner",63.56,"B - Performer",41.68,"C - Aspirant",34.21,"D - Beginner",37.5,"D - Beginner",52.68,"C - Aspirant",43.34,"C - Aspirant",57,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Sagara",48.72,61.12,"B - Performer",73.29,"B - Performer",62.09,"B - Performer",53.24,"C - Aspirant",28.06,"D - Beginner",36.8,"D - Beginner",49.99,"C - Aspirant",36.71,"D - Beginner",55.13,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Korra",48.02,64.31,"B - Performer",94.56,"A+ - Achiever",60.77,"B - Performer",41.64,"C - Aspirant",22.44,"D - Beginner",36.62,"D - Beginner",57.3,"C - Aspirant",39.04,"D - Beginner",48.03,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Guntagennela",47.57,67.51,"B - Performer",69.89,"B - Performer",65.01,"B - Performer",47.99,"C - Aspirant",16.91,"D - Beginner",40.85,"C - Aspirant",57.04,"C - Aspirant",37.71,"D - Beginner",56.98,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Gasaba",46.76,68.91,"B - Performer",82.46,"A - Front Runner",54.12,"C - Aspirant",43.27,"C - Aspirant",22.3,"D - Beginner",41.59,"C - Aspirant",56.53,"C - Aspirant",35.24,"D - Beginner",43.51,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Lygonda",46.53,63.27,"B - Performer",64.28,"B - Performer",57.81,"C - Aspirant",52.58,"C - Aspirant",26.41,"D - Beginner",36.08,"D - Beginner",53.31,"C - Aspirant",36.37,"D - Beginner",44.72,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Kithalangi",45.38,60.29,"B - Performer",56.95,"C - Aspirant",53.17,"C - Aspirant",44.69,"C - Aspirant",23.37,"D - Beginner",40.42,"C - Aspirant",55.49,"C - Aspirant",40.48,"C - Aspirant",47.14,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat Dumbriguda.xlsx","Andhra Pradesh","Alluri Sitharama Raju","Dumbriguda","Sovva",44.25,65.87,"B - Performer",80.73,"A - Front Runner",53.49,"C - Aspirant",38.96,"D - Beginner",19.93,"D - Beginner",35.19,"D - Beginner",56.33,"C - Aspirant",37.84,"D - Beginner",39.26,"D - Beginner"
"Theme wise PAI Score of Gram Panchayat G.Madugula.xlsx","Andhra Pradesh","Alluri Sitharama Raju","G.Madugula","Pedalochili",58.15,74.19,"B - Performer",80.06,"A - Front Runner",71.35,"B - Performer",46.83,"C - Aspirant",40.95,"C - Aspirant",43.82,"C - Aspirant",69.85,"B - Performer",50.11,"C - Aspirant",61.03,"B - Performer"
"Theme wise PAI Score of Gram Panchayat G.Madugula.xlsx","Andhra Pradesh","Alluri Sitharama Raju","G.Madugula","G.Madugula",57.91,67.3,"B - Performer",74.45,"B - Performer",62.76,"B - Performer",63.38,"B - Performer",40.79,"C - Aspirant",37.64,"D - Beginner",57.75,"C - Aspirant",59.13,"C - Aspirant",70.07,"B - Performer"
"Theme wise PAI Score of Gram Panchayat G.Madugula.xlsx","Andhra Pradesh","Alluri Sitharama Raju","G.Madugula","Gaduthuru",56.4,74.46,"B - Performer",73.2,"B - Performer",64.19,"B - Performer",57.62,"C - Aspirant",29.81,"D - Beginner",41.98,"C - Aspirant",62.72,"B - Performer",57.13,"C - Aspirant",63.91,"B - Performer"
"Theme wise PAI Score of Gram Panchayat G.Madugula.xlsx","Andhra Pradesh","Alluri Sitharama Raju","G.Madugula","Pedaluvvasingi P",56.27,64.34,"B - Performer",79.81,"A - Front Runner",65.16,"B - Performer",44.84,"C - Aspirant",40.15,"C - Aspirant",40.57,"C - Aspirant",62.88,"B - Performer",62.66,"B - Performer",58.73,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat G.Madugula.xlsx","Andhra Pradesh","Alluri Sitharama Raju","G.Madugula","Singarbha",55.63,68.71,"B - Performer",74.32,"B - Performer",61.78,"B - Performer",57.86,"C - Aspirant",38.06,"D - Beginner",44.55,"C - Aspirant",57.43,"C - Aspirant",48.2,"C - Aspirant",59.58,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat G.Madugula.xlsx","Andhra Pradesh","Alluri Sitharama Raju","G.Madugula","Nurmathi",54.76,66.03,"B - Performer",81.36,"A - Front Runner",67.22,"B - Performer",43.8,"C - Aspirant",30.88,"D - Beginner",40.85,"C - Aspirant",60.35,"B - Performer",53.37,"C - Aspirant",68.89,"B - Performer"
"Theme wise PAI Score of Gram Panchayat G.Madugula.xlsx","Andhra Pradesh","Alluri Sitharama Raju","G.Madugula","Solabham",52.79,63.86,"B - Performer",91.67,"A+ - Achiever",63.7,"B - Performer",44.34,"C - Aspirant",37.51,"D - Beginner",34.53,"D - Beginner",57.82,"C - Aspirant",42.3,"C - Aspirant",60.83,"B - Performer"
"Theme wise PAI Score of Gram Panchayat G.Madugula.xlsx","Andhra Pradesh","Alluri Sitharama Raju","G.Madugula","K.Kodapalli",52.43,66.79,"B - Performer",79.21,"A - Front Runner",58.72,"C - Aspirant",58.66,"C - Aspirant",31.76,"D - Beginner",42.21,"C - Aspirant",56,"C - Aspirant",41.1,"C - Aspirant",53.25,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat G.Madugula.xlsx","Andhra Pradesh","Alluri Sitharama Raju","G.Madugula","Bheeram",50.88,61.39,"B - Performer",83.71,"A - Front Runner",59.51,"C - Aspirant",54.08,"C - Aspirant",21.32,"D - Beginner",34.16,"D - Beginner",58.28,"C - Aspirant",54.32,"C - Aspirant",59.89,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat G.Madugula.xlsx","Andhra Pradesh","Alluri Sitharama Raju","G.Madugula","Palamamidi",49.87,66.12,"B - Performer",74.93,"B - Performer",60.44,"B - Performer",40.05,"C - Aspirant",29.35,"D - Beginner",41.6,"C - Aspirant",55.35,"C - Aspirant",41.1,"C - Aspirant",57.29,"C - Aspirant"
"Theme wise PAI Score of Gram Panchayat G.Madugula.xlsx","Andhra Pradesh","Alluri Sitharama Raju","G.Madugula","Kumbidisingi",49.27,66.89,"B - Performer",80.07,"A - Front Runner",56.32,"C - Aspirant",42.27,"C - Aspirant",23.42,"D - Beginner",35.75,"D - Beginner",59.51,"C - Aspirant",40.96,"C - Aspirant",65.81,"B - Performer"
"Theme wise PAI Score of Gram Panchayat G.Madugula.xlsx","Andhra Pradesh","Alluri Sitharama Raju","G.Madugula","Korapalli",49.03,56.26,"C - Aspirant",70.83,"B - Performer",56.97,"C - Aspirant",52.2,"C - Aspirant",26.76,"D - Beginner",35.15,"D - Beginner",52.59,"C - Aspirant",46.82,"C - Aspirant",59.69,"C - Aspirant"
